,x,y,goal,header
351,27,73,False,False
352,55,90,False,True
353,38,91,False,False
354,58,90,True,False
355,38,87,False,True
356,59,89,False,False
357,55,86,False,True
358,51,82,False,False
359,65,77,False,False
360,58,90,False,False
361,56,73,False,False
362,93,71,False,False
363,69,88,False,False
364,53,82,False,False
365,67,93,False,False
366,56,88,False,True
367,49,90,True,False
368,32,96,False,False
369,39,97,False,False
370,69,77,False,False
371,61,90,False,False
372,61,97,False,False
373,53,89,False,True
374,46,83,False,False
375,70,74,False,False
376,76,81,False,False
377,60,73,False,False
378,28,81,False,False
379,34,88,True,False
380,27,89,False,False
381,41,90,False,True
382,56,89,False,False
383,41,90,False,True
384,52,76,False,False
385,61,93,False,False
386,37,93,False,False
387,65,82,False,False
388,40,86,False,False
389,51,82,False,False
390,30,77,False,False
391,68,79,False,False
392,33,93,False,True
393,52,88,False,True
394,79,87,False,False
395,28,96,False,False
396,30,88,False,False
397,69,73,False,False
398,30,77,False,False
399,52,95,False,True
400,49,86,False,False
401,27,96,False,False
402,31,66,False,False
403,50,93,False,True
404,44,89,False,False
405,57,88,False,False
406,51,95,False,True
407,48,97,True,False
408,39,78,False,False
409,41,70,False,False
410,42,90,False,True
411,73,78,False,False
412,33,77,False,False
413,65,81,False,False
414,45,89,True,False
415,62,93,True,False
416,43,87,True,False
417,50,73,False,False
418,52,95,False,True
419,49,76,False,False
420,69,94,False,False
421,55,76,False,False
422,36,80,False,False
423,55,90,False,True
424,64,95,False,False
425,67,84,False,False
426,34,88,False,False
427,63,73,False,False
428,36,71,False,False
429,56,80,False,False
430,45,89,False,True
431,26,88,False,False
432,70,89,False,False
433,47,91,False,True
434,62,86,False,False
435,55,78,False,False
436,39,89,False,False
437,68,90,False,False
438,53,76,False,False
439,44,82,False,False
440,50,83,False,False
441,30,91,True,False
442,47,71,False,False
443,53,85,True,False
444,41,91,False,False
445,45,93,False,True
446,46,95,True,False
447,71,88,False,False
448,55,92,True,False
449,63,89,False,False
450,56,83,False,False
451,68,98,False,False
452,38,95,False,True
453,38,79,False,False
454,55,89,False,False
455,40,83,False,False
456,46,89,False,False
457,30,77,False,False
458,31,68,False,False
459,51,78,False,False
460,59,89,False,True
461,62,90,False,False
462,52,80,False,False
463,19,90,True,False
464,56,88,False,False
465,57,89,False,False
466,84,94,False,False
467,22,77,False,False
468,51,88,True,False
469,60,92,False,False
470,50,87,False,False
471,50,78,False,False
472,66,95,False,False
473,53,85,False,False
474,71,94,False,False
475,39,89,False,False
476,46,87,False,False
477,31,75,False,False
478,65,80,False,False
479,55,86,False,False
480,38,81,False,False
481,53,92,False,True
482,54,89,False,False
483,68,76,False,False
484,56,77,False,False
485,55,88,True,False
486,31,87,False,False
487,22,87,False,False
488,41,88,False,False
489,66,83,False,False
490,66,82,False,False
491,34,84,False,False
492,61,81,False,False
493,60,90,True,False
494,37,76,False,False
495,55,94,True,True
496,71,66,False,False
497,46,80,False,False
498,43,91,False,False
499,67,96,False,False
500,67,88,False,False
501,71,87,False,False
502,66,82,False,False
503,53,79,False,False
504,52,84,False,False
505,49,83,False,False
506,46,94,False,True
507,27,86,False,False
508,68,81,False,False
509,56,87,False,False
510,61,78,False,False
511,68,87,False,False
512,55,94,False,True
513,69,81,False,False
514,48,91,False,True
515,48,73,False,False
516,65,78,False,False
517,32,80,False,False
518,43,93,False,False
519,53,74,False,False
520,41,91,True,False
521,47,94,False,True
522,63,82,True,False
523,65,93,False,True
524,74,74,False,False
525,32,78,False,False
526,60,79,False,False
527,32,97,False,True
528,35,91,False,False
529,39,76,False,False
530,37,92,False,False
531,63,86,False,False
532,61,90,False,False
533,31,74,False,False
534,27,89,False,False
535,58,90,False,True
536,41,93,False,False
537,53,91,False,False
538,56,88,False,False
539,66,73,False,False
540,50,89,False,False
541,37,92,False,True
542,69,86,False,False
543,62,89,False,False
544,50,81,False,False
545,50,89,False,True
546,45,72,False,False
547,40,74,False,False
548,68,90,False,False
549,75,75,False,False
550,67,83,False,False
551,51,89,False,True
552,55,82,False,False
553,52,85,False,False
554,41,97,False,True
555,67,90,False,True
556,41,89,False,False
557,75,94,False,False
558,29,74,False,False
559,47,92,True,True
560,65,93,False,False
561,70,88,False,False
562,41,88,False,False
563,56,80,False,False
564,50,74,False,False
565,30,87,True,False
566,61,90,False,False
567,29,81,False,False
568,31,80,False,False
569,42,90,False,True
570,66,91,False,False
571,57,85,False,False
572,42,87,True,False
573,77,74,False,False
574,63,87,False,False
575,33,90,False,False
576,54,87,False,False
577,56,95,True,True
578,64,74,False,False
579,69,77,False,False
580,48,90,False,True
581,30,93,False,False
582,69,95,False,False
583,38,70,False,False
584,52,78,False,False
585,45,90,False,False
586,67,91,False,False
587,64,85,False,False
588,60,79,False,False
589,57,70,False,False
590,49,71,False,False
591,40,81,False,False
592,45,76,False,False
593,39,73,False,False
594,42,93,False,True
595,31,78,False,False
596,73,74,False,False
597,67,95,False,False
598,64,92,False,False
599,29,78,False,False
600,73,94,False,False
601,61,91,True,False
602,25,88,False,False
603,44,67,False,False
604,63,78,False,False
605,71,72,False,False
606,30,89,False,False
607,54,96,True,False
608,40,94,False,False
609,62,93,False,False
610,57,91,False,False
611,49,83,False,False
612,77,79,False,False
613,30,92,False,False
614,51,77,False,False
615,49,91,True,False
616,27,82,False,False
617,60,97,False,False
618,35,77,False,False
619,64,73,False,False
620,77,76,False,False
621,31,72,False,False
622,47,89,False,False
623,68,89,False,False
624,56,91,False,True
625,54,94,True,True
626,23,72,False,False
627,59,87,False,False
628,46,95,False,True
629,65,92,False,False
630,49,95,True,False
631,42,79,False,False
632,46,83,False,False
633,36,75,False,False
634,25,87,False,False
635,35,86,False,False
636,57,93,False,True
637,43,96,False,True
638,62,74,False,False
639,62,76,False,False
640,58,96,False,True
641,76,91,False,False
642,55,93,False,True
643,63,97,False,True
644,38,73,False,False
645,39,77,False,False
646,57,74,False,False
647,49,69,False,False
648,39,74,False,False
649,39,79,False,False
650,37,91,False,False
651,56,89,False,True
652,61,77,False,False
653,58,78,False,False
654,49,88,False,False
655,53,92,True,False
656,31,89,False,False
657,47,91,False,False
658,68,88,False,False
659,33,93,False,True
660,46,86,False,False
661,39,78,False,False
662,37,93,False,True
663,72,94,False,False
664,25,78,False,False
665,60,77,False,False
666,60,91,False,False
667,26,89,False,False
668,62,76,False,False
669,46,89,False,False
670,27,93,False,False
671,54,94,False,True
672,51,92,False,False
673,56,93,False,False
674,40,88,True,False
675,43,90,False,True
676,36,86,False,False
677,71,90,False,False
678,47,74,False,False
679,70,93,False,False
680,25,72,False,False
681,47,93,False,True
682,42,92,False,False
683,40,71,False,False
684,43,79,False,False
685,51,93,False,False
686,40,73,False,False
687,60,97,False,True
688,26,76,False,False
689,31,89,False,False
690,25,76,False,False
691,59,94,False,True
692,33,95,False,False
693,25,74,False,False
694,36,91,False,True
695,29,71,False,False
696,39,73,False,False
697,40,95,False,True
698,31,65,False,False
699,45,97,False,False
700,73,77,False,False
701,55,92,False,True
702,69,79,False,False
703,73,86,False,False
704,43,89,False,True
705,71,97,False,False
706,56,80,False,False
707,40,94,True,True
708,66,72,False,False
709,41,91,False,True
710,38,79,False,False
711,32,97,False,True
712,28,76,False,False
713,36,80,False,False
714,54,95,True,True
715,68,98,False,False
716,55,91,False,True
717,64,76,False,False
718,38,97,False,False
719,29,87,False,False
720,62,76,False,False
721,44,89,False,False
722,46,96,True,True
723,31,72,False,False
724,52,75,False,False
725,58,82,True,False
726,52,92,False,False
727,31,95,False,False
728,59,96,False,True
729,58,97,False,False
730,34,93,True,False
731,73,91,False,False
732,64,92,False,False
733,72,92,False,False
734,51,90,False,True
735,54,85,False,False
736,30,94,False,False
737,35,95,False,False
738,33,88,False,False
739,66,85,False,False
740,35,94,False,True
741,28,86,False,False
742,53,76,False,False
743,36,78,False,False
744,50,76,False,False
745,38,86,False,False
746,47,76,False,False
747,63,79,False,False
748,57,74,False,False
749,66,80,False,False
750,36,73,False,False
751,44,80,False,False
752,42,96,False,True
753,52,80,False,False
754,55,91,True,False
755,61,79,True,False
756,61,95,False,True
757,44,93,True,True
758,40,72,False,False
759,61,80,False,False
760,54,90,True,False
761,65,77,False,False
762,41,76,False,False
763,38,88,False,True
764,42,72,False,False
765,56,89,False,False
766,26,93,False,False
767,67,67,True,False
768,59,88,False,False
769,42,89,False,True
770,31,93,False,True
771,32,87,False,False
772,36,87,False,False
773,64,74,False,False
774,54,91,False,True
775,41,76,False,False
776,60,75,False,False
777,58,90,False,True
778,45,74,False,False
779,42,84,False,False
780,69,72,False,False
781,42,88,False,False
782,66,80,False,False
783,60,75,False,False
784,38,90,False,False
785,65,90,False,False
786,65,90,False,False
787,66,79,False,False
788,31,90,False,False
789,29,89,False,False
790,67,73,False,False
791,47,97,False,True
792,56,91,False,False
793,40,84,False,False
794,49,86,False,False
795,47,89,False,False
796,44,97,False,False
797,42,83,False,False
798,85,79,True,False
799,42,85,False,False
800,34,94,False,False
801,45,95,True,False
802,70,83,False,False
803,53,84,False,False
804,48,92,True,False
805,56,92,False,False
806,58,94,False,False
807,47,94,False,True
808,72,81,False,False
809,52,74,False,False
810,60,89,False,False
811,34,97,False,False
812,51,93,False,True
813,31,84,False,False
814,33,84,False,False
815,70,89,False,False
816,32,80,False,False
817,61,82,False,False
818,35,90,False,False
819,40,87,False,False
820,61,91,False,False
821,68,93,False,True
822,43,90,True,True
823,36,77,False,False
824,48,83,False,False
825,60,82,False,False
826,55,75,False,False
827,64,70,True,False
828,30,76,False,False
829,65,74,False,False
830,67,90,False,False
831,39,86,False,False
832,43,89,False,True
833,28,72,False,False
834,64,86,False,False
835,69,88,False,False
836,55,91,False,True
837,28,83,False,False
838,34,87,False,False
839,49,82,False,False
840,62,87,False,True
841,65,77,False,False
842,56,71,False,False
843,52,70,False,False
844,57,77,False,False
845,66,90,True,False
846,65,88,False,False
847,64,95,False,False
848,54,93,False,False
849,52,95,True,True
850,37,92,True,False
851,41,86,False,False
852,37,94,True,False
853,68,93,False,False
854,58,96,False,False
855,60,77,True,False
856,29,88,False,False
857,41,76,True,False
858,25,80,False,False
859,31,92,False,False
860,50,79,False,False
861,40,76,False,False
862,42,77,False,False
863,35,93,False,False
864,50,96,False,True
865,46,96,False,False
866,72,90,False,False
867,55,77,False,False
868,48,88,False,False
869,28,97,False,False
870,62,74,True,False
871,26,75,False,False
872,56,71,False,False
873,64,90,False,False
874,57,77,False,False
875,49,74,False,False
876,50,70,False,False
877,66,87,False,False
878,73,91,False,False
879,36,74,False,False
880,66,89,False,False
881,69,77,False,False
882,28,90,False,False
883,41,79,False,False
884,66,75,False,False
885,49,89,True,False
886,47,92,False,True
887,46,92,True,True
888,65,90,False,False
889,33,83,False,False
890,29,77,False,False
891,64,92,False,True
892,49,88,False,False
893,50,90,True,False
894,36,91,False,False
895,39,94,True,True
896,75,94,False,False
897,52,74,False,False
898,34,77,False,False
899,51,73,False,False
900,53,91,False,False
901,47,71,False,False
902,71,79,False,False
903,60,88,False,False
904,33,81,False,False
905,40,90,False,False
906,31,76,False,False
907,47,87,False,False
908,43,76,False,False
909,42,93,False,True
910,50,95,False,True
911,50,75,False,False
912,46,94,False,True
913,53,85,False,False
914,54,75,False,False
915,37,76,False,False
916,37,96,False,False
917,63,93,False,False
918,73,73,False,False
919,60,89,False,False
920,51,72,False,False
921,46,88,False,True
922,39,78,False,False
923,52,94,True,True
924,57,93,False,True
925,71,93,False,False
926,48,88,False,True
927,38,87,False,False
928,37,90,False,False
929,49,76,False,False
930,35,91,False,True
931,68,77,False,False
932,29,69,False,False
933,54,74,False,False
934,47,86,False,False
935,68,87,False,False
936,35,72,False,False
937,58,88,False,False
938,66,74,False,False
939,37,71,False,False
940,43,73,False,False
941,55,73,True,False
942,71,75,False,False
943,49,97,True,False
944,65,81,False,False
945,41,90,False,True
946,59,86,False,False
947,58,89,False,False
948,64,72,False,False
949,42,75,False,False
950,58,74,False,False
951,63,66,False,False
952,61,74,False,False
953,32,87,False,False
954,26,75,False,False
955,63,78,False,False
956,41,82,False,False
957,55,79,False,False
958,63,81,False,False
959,61,98,False,True
960,43,94,False,True
961,56,94,False,True
962,30,73,False,False
963,39,78,False,False
964,41,94,True,True
965,47,80,False,False
966,55,89,True,False
967,51,88,False,False
968,59,92,True,False
969,63,74,False,False
970,70,72,False,False
971,47,75,False,False
972,49,96,False,True
973,63,90,False,False
974,24,83,False,False
975,60,85,False,False
976,50,74,False,False
977,48,91,False,True
978,69,72,False,False
979,36,81,False,False
980,42,76,False,False
981,36,86,False,False
982,41,90,False,False
983,54,92,False,False
984,69,91,False,False
985,19,71,False,False
986,28,87,False,False
987,28,85,False,False
988,65,78,False,False
989,32,83,False,False
990,27,71,False,False
991,68,73,False,False
992,54,84,False,False
993,38,86,False,False
994,60,87,False,False
995,52,91,True,False
996,41,88,False,True
997,47,92,False,False
998,38,69,False,False
999,60,71,False,False
1000,42,73,False,False
1001,43,69,False,False
1002,51,73,False,False
1003,61,85,False,False
1004,42,88,False,False
1005,43,73,False,False
1006,29,87,False,False
1007,49,91,False,False
1008,64,84,False,False
1009,30,87,False,True
1010,44,70,False,False
1011,68,88,False,True
1012,51,93,False,True
1013,65,89,False,False
1014,57,74,False,False
1015,71,74,False,False
1016,52,87,False,True
1017,28,81,False,False
1018,76,77,False,False
1019,31,92,False,False
1020,44,81,False,False
1021,41,85,False,False
1022,55,81,False,False
1023,76,84,False,False
1024,57,92,False,False
1025,35,90,False,False
1026,69,90,True,False
1027,60,88,False,False
1028,50,85,False,False
1029,33,75,False,False
1030,47,75,False,False
1031,72,83,False,False
1032,43,73,False,False
1033,51,89,False,False
1034,43,74,False,False
1035,52,89,False,False
1036,66,75,False,False
1037,76,89,False,False
1038,37,72,False,False
1039,68,92,False,False
1040,66,94,False,True
1041,37,72,False,False
1042,45,93,False,False
1043,55,88,True,False
1044,42,89,True,False
1045,70,78,False,False
1046,72,90,False,False
1047,41,88,False,False
1048,29,90,False,False
1049,70,78,False,False
1050,50,90,False,True
1051,66,89,False,False
1052,37,90,False,False
1053,33,82,False,False
1054,43,72,False,False
1055,32,77,False,False
1056,56,76,False,False
1057,56,79,False,False
1058,33,79,False,False
1059,56,82,False,False
1060,33,72,False,False
1061,30,91,False,False
1062,66,97,False,False
1063,32,93,False,True
1064,49,74,False,False
1065,63,78,False,False
1066,35,72,False,False
1067,40,94,False,True
1068,38,97,False,True
1069,60,92,False,True
1070,68,89,False,False
1071,48,98,False,False
1072,66,89,False,False
1073,37,73,False,False
1074,26,79,False,False
1075,31,88,False,False
1076,71,82,True,False
1077,51,86,False,False
1078,54,92,False,False
1079,49,87,False,True
1080,34,88,False,False
1081,42,88,False,False
1082,59,94,False,False
1083,32,87,False,False
1084,64,93,False,False
1085,42,90,False,False
1086,37,80,False,False
1087,31,88,False,False
1088,45,70,False,False
1089,50,88,False,False
1090,36,90,True,False
1091,34,81,False,False
1092,57,97,True,False
1093,41,77,False,False
1094,69,83,False,False
1095,30,77,False,False
1096,45,98,True,False
1097,52,94,False,True
1098,82,82,False,False
1099,43,91,False,True
1100,56,88,False,False
1101,37,72,False,False
1102,52,92,False,False
1103,58,80,False,False
1104,52,90,False,False
1105,70,66,False,False
1106,64,85,False,False
1107,57,86,False,False
1108,47,77,False,False
1109,54,74,True,False
1110,38,89,False,False
1111,34,79,False,False
1112,42,81,False,False
1113,58,92,False,True
1114,49,93,True,True
1115,27,80,False,False
1116,64,91,False,False
1117,52,80,False,False
1118,50,91,False,True
1119,29,75,False,False
1120,69,78,False,False
1121,28,93,False,False
1122,50,76,False,False
1123,50,79,False,False
1124,46,77,False,False
1125,64,79,False,False
1126,51,90,False,True
1127,33,74,False,False
1128,70,76,False,False
1129,51,71,False,False
1130,50,75,False,False
1131,40,81,False,False
1132,65,96,False,False
1133,53,91,False,False
1134,61,84,False,False
1135,59,83,False,False
1136,36,89,False,False
1137,37,96,False,True
1138,39,90,False,False
1139,49,80,False,False
1140,63,78,False,False
1141,46,78,False,False
1142,30,88,False,False
1143,45,74,False,False
1144,65,91,False,False
1145,59,92,False,True
1146,20,74,False,False
1147,64,75,False,False
1148,35,76,False,False
1149,45,80,False,False
1150,80,88,False,False
1151,54,88,False,False
1152,62,89,False,False
1153,19,73,False,False
1154,49,72,False,False
1155,43,90,False,True
1156,43,91,True,True
1157,54,97,True,False
1158,68,93,False,False
1159,57,91,True,False
1160,69,84,False,False
1161,52,88,False,False
1162,41,77,False,False
1163,39,87,False,False
1164,34,77,False,False
1165,16,93,False,False
1166,55,95,False,True
1167,50,89,False,True
1168,27,93,False,False
1169,58,92,True,True
1170,56,95,False,True
1171,74,90,False,False
1172,71,94,True,False
1173,70,90,False,False
1174,32,82,False,False
1175,57,75,False,False
1176,61,73,False,False
1177,68,88,False,False
1178,37,91,False,False
1179,49,93,False,True
1180,39,75,False,False
1181,40,64,False,False
1182,57,86,False,False
1183,57,92,False,True
1184,42,90,False,True
1185,53,83,False,False
1186,67,69,False,False
1187,56,93,False,True
1188,61,80,False,False
1189,35,78,False,False
1190,29,72,False,False
1191,48,92,False,True
1192,30,91,False,False
1193,55,87,False,False
1194,59,93,False,True
1195,27,81,False,False
1196,49,95,True,True
1197,37,79,False,False
1198,64,90,False,True
1199,27,74,False,False
1200,55,87,False,False
1201,38,95,False,False
1202,35,79,False,False
1203,68,95,False,False
1204,61,66,False,False
1205,38,77,False,False
1206,64,86,False,False
1207,67,87,False,False
1208,40,85,False,False
1209,66,81,False,False
1210,30,82,False,False
1211,54,96,False,False
1212,39,89,False,True
1213,55,75,False,False
1214,36,74,False,False
1215,55,95,False,False
1216,42,94,False,False
1217,40,89,False,False
1218,59,91,False,True
1219,53,93,True,False
1220,31,99,False,False
1221,38,68,False,False
1222,51,71,False,False
1223,33,91,False,False
1224,31,83,False,False
1225,42,75,False,False
1226,52,87,False,True
1227,60,86,False,False
1228,30,79,False,False
1229,48,92,False,True
1230,65,80,False,False
1231,69,76,False,False
1232,64,80,False,False
1233,33,89,False,False
1234,45,79,False,False
1235,40,96,False,False
1236,72,82,False,False
1237,37,76,False,False
1238,24,79,False,False
1239,40,96,False,True
1240,41,77,False,False
1241,55,93,False,True
1242,46,86,False,False
1243,24,80,False,False
1244,45,84,False,False
1245,99,75,False,False
1246,65,94,False,False
1247,56,83,True,False
1248,66,91,False,False
1249,49,91,False,True
1250,33,88,False,False
1251,69,78,False,False
1252,50,83,False,False
1253,63,76,False,False
1254,38,93,False,True
1255,56,92,False,True
1256,49,83,False,False
1257,61,90,True,False
1258,70,93,False,False
1259,47,98,False,True
1260,45,97,True,False
1261,40,93,False,True
1262,51,96,False,False
1263,36,61,False,False
1264,31,92,False,False
1265,40,91,False,False
1266,33,85,False,False
1267,72,72,False,False
1268,50,90,False,False
1269,56,74,False,False
1270,63,96,True,True
1271,73,73,False,False
1272,80,75,False,False
1273,33,83,False,False
1274,38,77,False,False
1275,46,90,False,True
1276,33,88,False,False
1277,38,90,False,True
1278,48,98,True,False
1279,26,89,False,False
1280,50,91,False,True
1281,37,94,False,True
1282,29,79,False,False
1283,47,75,False,False
1284,58,89,False,False
1285,24,90,False,False
1286,39,90,False,False
1287,34,95,False,False
1288,41,85,True,False
1289,65,89,False,False
1290,48,92,True,True
1291,62,82,False,False
1292,24,89,False,False
1293,35,77,False,False
1294,34,86,False,False
1295,35,92,False,False
1296,25,86,False,False
1297,30,79,False,False
1298,29,84,False,False
1299,52,87,False,False
1300,49,91,False,False
1301,20,94,False,False
1302,25,84,False,False
1303,42,82,False,False
1304,58,76,False,False
1305,62,95,False,False
1306,49,93,False,False
1307,46,86,False,False
1308,64,94,False,True
1309,32,91,False,True
1310,37,94,True,False
1311,66,88,False,False
1312,47,86,False,False
1313,51,80,False,False
1314,65,71,False,False
1315,62,93,True,False
1316,64,94,False,False
1317,45,76,False,False
1318,37,95,False,False
1319,47,100,True,False
1320,36,89,False,False
1321,34,88,False,False
1322,58,94,True,True
1323,33,82,True,False
1324,35,77,False,False
1325,61,87,False,False
1326,30,88,False,False
1327,51,92,False,True
1328,49,95,True,False
1329,32,73,False,False
1330,31,79,False,False
1331,55,78,False,False
1332,63,72,False,False
1333,49,95,False,False
1334,23,87,False,False
1335,51,91,False,True
1336,55,73,False,False
1337,62,78,False,False
1338,66,92,False,False
1339,41,92,False,True
1340,64,76,False,False
1341,36,88,False,False
1342,31,93,False,False
1343,42,87,False,False
1344,35,91,True,False
1345,36,70,False,False
1346,64,86,True,False
1347,60,83,False,False
1348,41,89,False,False
1349,54,68,False,False
1350,61,86,False,False
1351,72,79,False,False
1352,68,93,False,False
1353,40,88,False,False
1354,53,96,False,True
1355,43,87,False,True
1356,43,95,True,False
1357,29,87,False,False
1358,47,97,True,False
1359,62,88,False,False
1360,58,87,False,False
